TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2003,06,08,17,30,33XX W BROADWAY AVE,Kitsilano,487046.2,5456850.56
Theft from Vehicle,2003,11,25,17,10,2XX POWELL ST,Strathcona,492765.83,5458937.7
Offence Against a Person,2003,04,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,11,09,22,15,10XX JERVIS ST,West End,490409.62,5459131.11
Theft from Vehicle,2003,06,27,13,00,43XX KNIGHT ST,Kensington-Cedar Cottage,494453.72,5454754.35
Break and Enter Residential/Other,2003,03,16,02,00,1XX MILROSS AVE,Central Business District,492707.38,5458143.28
Break and Enter Residential/Other,2003,04,19,03,00,1XX MILROSS AVE,Central Business District,492707.38,5458143.28
Break and Enter Residential/Other,2003,05,18,01,30,1XX MILROSS AVE,Central Business District,492707.38,5458143.28
Mischief,2003,10,10,23,40,9XX W 17TH AVE,South Cambie,490905.25,5455940.03
Theft from Vehicle,2003,04,10,12,57,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Theft from Vehicle,2003,04,06,14,15,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Theft from Vehicle,2003,04,03,09,00,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Offence Against a Person,2003,01,04,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,07,06,23,00,7XX BURRARD ST,Central Business District,491194.45,5459074.7
Theft from Vehicle,2003,06,01,22,30,10XX HORNBY ST,Central Business District,490907.27,5458640.74
Break and Enter Residential/Other,2003,11,17,14,43,5XX W BROADWAY AVE,Fairview,491514.42,5456721.09
Theft from Vehicle,2003,09,26,01,00,33XX WELLINGTON AVE,Renfrew-Collingwood,497564.32,5454288.03
Theft of Vehicle,2003,10,01,00,00,50XX WINDSOR ST,Kensington-Cedar Cottage,493845.56,5454055.71
Theft from Vehicle,2003,04,01,13,00,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Break and Enter Residential/Other,2003,09,19,23,00,1XX N KAMLOOPS ST,Hastings-Sunrise,496035.76,5459286.53
Break and Enter Residential/Other,2003,04,26,15,10,8XX NOOTKA ST,Hastings-Sunrise,496987.68,5458207.16
Theft from Vehicle,2003,10,23,12,00,2XX PRINCESS AVE,Strathcona,493356.68,5458919.39
Theft from Vehicle,2003,05,18,10,00,53XX LANARK ST,Kensington-Cedar Cottage,494504.61,5453674.54
Theft of Bicycle,2003,02,27,10,13,15XX ROBSON ST,West End,490445.61,5459579.96
Mischief,2003,03,30,03,00,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Break and Enter Residential/Other,2003,01,15,20,40,52XX CHESTER ST,Kensington-Cedar Cottage,493509.28,5453811.77
Theft from Vehicle,2003,03,24,10,00,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Theft of Vehicle,2003,04,25,09,00,50XX VICTORIA DR,Kensington-Cedar Cottage,495243.36,5453977.48
Offence Against a Person,2003,09,10,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,08,08,06,55,1XX N PENTICTON ST,Hastings-Sunrise,496216.61,5459258.81
Break and Enter Commercial,2003,04,01,16,30,11XX W GEORGIA ST,West End,490905.27,5459358.1
Break and Enter Commercial,2003,04,29,18,00,11XX W GEORGIA ST,West End,490905.27,5459358.1
Break and Enter Commercial,2003,05,13,18,00,11XX W GEORGIA ST,West End,490905.27,5459358.1
Break and Enter Commercial,2003,12,27,16,00,11XX W GEORGIA ST,West End,490905.27,5459358.1
Break and Enter Commercial,2003,12,28,03,47,11XX W GEORGIA ST,West End,490905.27,5459358.1
Mischief,2003,03,19,02,16,6XX ROBSON ST,Central Business District,491352.93,5458670.23
Mischief,2003,04,17,17,00,10XX MAINLAND ST,Central Business District,491323.2,5458184.32
Break and Enter Residential/Other,2003,11,25,15,30,52XX CHESTER ST,Kensington-Cedar Cottage,493509.42,5453818.94
Mischief,2003,02,27,05,50,10XX MAINLAND ST,Central Business District,491316.98,5458177.87
Theft from Vehicle,2003,12,30,20,00,10XX PACIFIC ST,West End,490351.69,5458276.34
Break and Enter Residential/Other,2003,12,21,05,30,1XX N TEMPLETON DR,Grandview-Woodland,495653.4,5459234.03
Theft from Vehicle,2003,07,26,17,00,10XX PACIFIC ST,West End,490351.69,5458276.34
Offence Against a Person,2003,07,28,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,12,31,15,20,4XX W 59TH AVE,Marpole,491698.49,5451579.52
Mischief,2003,04,29,19,30,5XX E 41ST AVE,Sunset,493176.45,5453348.11
Break and Enter Residential/Other,2003,01,12,23,00,52XX CONNAUGHT DR,Shaughnessy,489629.35,5454008.33
Mischief,2003,04,03,16,11,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Mischief,2003,12,01,18,00,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494499.08,5455246.35
Theft from Vehicle,2003,09,13,23,00,9XX W 23RD AVE,South Cambie,490917.42,5455335.93
Mischief,2003,04,12,00,40,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Break and Enter Commercial,2003,03,26,00,10,11XX W GEORGIA ST,Central Business District,490917.55,5459358.83
Theft from Vehicle,2003,04,02,07,15,9XX W 28TH AVE,South Cambie,490896.76,5454835.67
Theft from Vehicle,2003,08,22,16,00,2XX PRIOR ST,Strathcona,492744.78,5458222.47
Mischief,2003,02,25,17,39,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494480.19,5455247.92
Offence Against a Person,2003,03,01,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2003,02,11,00,30,50XX SLOCAN ST,Renfrew-Collingwood,496058.42,5454004.42
Mischief,2003,06,23,14,00,32XX STANLEY PARK DR,Stanley Park,490486.2,5461143.28
Break and Enter Residential/Other,2003,01,23,06,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497841.04,5453254.0
Break and Enter Residential/Other,2003,08,07,19,00,8XX NICOLA ST,West End,490454.5,5459536.81
Theft of Vehicle,2003,02,12,23,00,50XX SHERBROOKE ST,Kensington-Cedar Cottage,494088.03,5454051.76
Theft of Vehicle,2003,06,18,08,00,50XX SHERBROOKE ST,Kensington-Cedar Cottage,494085.64,5453952.97
Break and Enter Residential/Other,2003,08,14,04,53,34XX KINGSWAY AVE,Renfrew-Collingwood,497841.04,5453254.0
Break and Enter Commercial,2003,04,11,17,00,11XX W GEORGIA ST,Central Business District,490929.28,5459347.28
Theft from Vehicle,2003,05,10,18,00,43XX MAIN ST,Riley Park,492631.87,5454909.51
Theft from Vehicle,2003,09,15,14,00,2XX PRIOR ST,Strathcona,492744.78,5458222.47
Theft from Vehicle,2003,05,10,01,00,10XX PACIFIC ST,West End,490351.69,5458276.34
Theft from Vehicle,2003,05,09,21,00,10XX PACIFIC ST,West End,490351.69,5458276.34
Theft from Vehicle,2003,07,20,18,50,9XX W 28TH AVE,South Cambie,490896.76,5454835.67
Break and Enter Residential/Other,2003,10,09,10,00,1XX ONTARIO PL,Sunset,492475.57,5453310.03
Theft from Vehicle,2003,08,31,19,00,87XX SELKIRK ST,Marpole,490292.64,5450464.83
Theft from Vehicle,2003,09,28,13,00,2XX PRIOR ST,Strathcona,492744.78,5458222.47
Theft from Vehicle,2003,09,16,18,30,9XX W 28TH AVE,South Cambie,490896.76,5454835.67
Mischief,2003,05,03,04,55,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Theft of Vehicle,2003,01,25,15,50,50XX PAYNE ST,Renfrew-Collingwood,497879.32,5454085.11
Theft from Vehicle,2003,09,21,07,30,9XX W 28TH AVE,South Cambie,490896.76,5454835.67
Break and Enter Commercial,2003,09,18,03,20,11XX W GEORGIA ST,Central Business District,490984.97,5459292.39
Break and Enter Residential/Other,2003,08,02,00,30,1XX ONTARIO PL,Sunset,492588.75,5453315.09
Theft from Vehicle,2003,10,10,01,00,2XX PRIOR ST,Strathcona,492744.78,5458222.47
Theft from Vehicle,2003,11,16,19,00,9XX W 28TH AVE,South Cambie,490896.76,5454835.67
Break and Enter Residential/Other,2003,05,02,17,32,1XX PEVERIL AVE,Riley Park,492127.57,5454890.69
Theft from Vehicle,2003,11,19,00,30,9XX W 28TH AVE,South Cambie,490896.76,5454835.67
Break and Enter Residential/Other,2003,04,29,16,00,1XX POWELL ST,Central Business District,492581.66,5458952.33
Break and Enter Commercial,2003,10,16,23,45,11XX W GEORGIA ST,West End,490990.28,5459274.33
Break and Enter Residential/Other,2003,07,01,00,45,8XX NICOLA ST,West End,490427.26,5459509.55
Theft from Vehicle,2003,09,30,00,00,6X ALEXANDER ST,Central Business District,492514.14,5458997.58
Theft of Vehicle,2003,02,24,03,00,50XX PAYNE ST,Renfrew-Collingwood,497842.02,5454043.03
Offence Against a Person,2003,07,18,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,07,11,21,00,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Mischief,2003,01,18,19,30,43XX ONTARIO ST,Riley Park,492357.08,5454951.38
Theft of Vehicle,2003,07,13,18,00,50XX MOSS ST,Renfrew-Collingwood,496683.79,5454035.2
Theft from Vehicle,2003,03,23,20,30,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Theft from Vehicle,2003,12,20,03,00,6X BLOOD ALLEY SQ,Central Business District,492341.65,5458918.61
Break and Enter Residential/Other,2003,01,16,12,00,8XX NICOLA ST,West End,490427.26,5459509.55
Theft from Vehicle,2003,02,19,18,00,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Break and Enter Commercial,2003,03,13,16,00,11XX W GEORGIA ST,Central Business District,491026.01,5459251.95
Mischief,2003,12,25,01,51,4XX GORE AVE,Strathcona,492916.48,5458728.39
Theft from Vehicle,2003,01,04,17,00,73XX OAK ST,Marpole,490641.94,5451826.0
Theft from Vehicle,2003,12,16,21,00,9XX W 32ND AVE,South Cambie,490847.07,5454406.5
Theft from Vehicle,2003,02,05,17,15,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Theft from Vehicle,2003,11,30,23,00,2XX RENFREW ST,Hastings-Sunrise,496796.51,5458823.1
Theft from Vehicle,2003,05,03,13,00,2XX RENFREW ST,Hastings-Sunrise,496805.2,5458908.53
Theft from Vehicle,2003,12,03,18,00,10XX NELSON ST,West End,490793.28,5458756.38
Theft from Vehicle,2003,12,10,23,00,2XX ROBSON ST,Central Business District,491598.47,5458422.63
Theft from Vehicle,2003,10,09,15,00,6X BOUNDARY RD,Hastings-Sunrise,498281.19,5459044.16
Break and Enter Residential/Other,2003,01,31,08,30,79XX MAIN ST,Sunset,492568.56,5451154.52
Theft from Vehicle,2003,02,05,16,00,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Offence Against a Person,2003,02,02,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,12,21,09,38,50XX JOYCE ST,Renfrew-Collingwood,497678.48,5453944.51
Theft from Vehicle,2003,02,05,15,00,5XX RICHARDS ST,Central Business District,491746.54,5458929.79
Break and Enter Residential/Other,2003,11,09,03,00,8XX NELSON ST,Central Business District,490966.65,5458585.54
Theft of Vehicle,2003,08,08,08,30,50XX JOYCE ST,Renfrew-Collingwood,497752.2,5454044.87
Theft of Vehicle,2003,04,11,23,30,50XX JOYCE ST,Renfrew-Collingwood,497752.2,5454044.87
Theft of Bicycle,2003,08,06,01,00,DAVIE ST / DENMAN ST,West End,489686.55,5459400.71
Mischief,2003,08,16,19,50,5XX E 41ST AV,Sunset,493247.08,5453341.15
Theft of Vehicle,2003,07,26,17,30,50XX JOYCE ST,Renfrew-Collingwood,497709.68,5453977.06
Mischief,2003,08,04,20,36,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Theft of Bicycle,2003,06,04,01,00,DAVIE ST / DENMAN ST,West End,489686.55,5459400.71
Mischief,2003,07,25,17,30,5XX E 31ST AVE,Riley Park,493250.78,5454437.25
Theft of Bicycle,2003,02,10,21,00,CYPRESS ST / YORK AV,Kitsilano,489245.39,5457656.42
Mischief,2003,07,11,19,45,14XX HORNBY ST,Central Business District,490442.13,5458169.45
Mischief,2003,07,24,01,35,34XX DUNBAR ST,Dunbar-Southlands,486533.43,5455979.1
Theft from Vehicle,2003,08,13,06,00,2XX ROBSON ST,Central Business District,491631.49,5458390.38
Theft from Vehicle,2003,10,02,18,00,2XX ROBSON ST,Central Business District,491631.49,5458390.38
Break and Enter Residential/Other,2003,02,19,08,50,34XX LANGFORD AVE,Killarney,497869.93,5451343.81
Theft of Vehicle,2003,06,15,01,00,50XX INVERNESS ST,Kensington-Cedar Cottage,494167.45,5454050.65
Theft from Vehicle,2003,05,07,02,30,63XX QUEBEC ST,Sunset,492451.3,5452759.24
Mischief,2003,12,20,08,15,50XX JOYCE ST,Renfrew-Collingwood,497678.48,5453944.51
Offence Against a Person,2003,06,09,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2003,02,20,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,12,02,21,50,2XX ROBSON ST,Central Business District,491631.49,5458390.38
Offence Against a Person,2003,05,21,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,04,27,21,00,57XX CAMBIE ST,Oakridge,491556.05,5453359.78
Mischief,2003,08,08,16,00,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Mischief,2003,08,19,14,20,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Mischief,2003,08,15,20,00,34XX DUNDAS ST,Hastings-Sunrise,497921.11,5459108.55
Theft from Vehicle,2003,08,09,10,30,43XX NW MARINE DR,West Point Grey,485144.69,5457752.71
Break and Enter Commercial,2003,01,13,19,30,11XX W HASTINGS ST,Central Business District,491130.28,5459548.25
Break and Enter Commercial,2003,01,28,18,00,11XX W HASTINGS ST,Central Business District,491130.28,5459548.25
Break and Enter Commercial,2003,04,12,16,00,11XX W HASTINGS ST,Central Business District,491130.28,5459548.25
Break and Enter Commercial,2003,04,14,01,30,11XX W HASTINGS ST,Central Business District,491130.28,5459548.25
Break and Enter Commercial,2003,08,10,06,52,11XX W HASTINGS ST,Central Business District,491130.28,5459548.25
Theft from Vehicle,2003,10,23,08,30,43XX NW MARINE DR,West Point Grey,485144.69,5457752.71
Mischief,2003,12,08,10,15,14XX HOMER ST,Central Business District,490846.41,5457807.16
Theft from Vehicle,2003,01,01,12,00,9XX W 41ST AVE,South Cambie,490761.31,5453477.54
Theft from Vehicle,2003,03,24,09,00,2XX SE MARINE DR,Sunset,492559.77,5450915.71
Mischief,2003,03,23,20,40,25XX E HASTINGS ST,Hastings-Sunrise,496078.07,5458718.36
Theft from Vehicle,2003,08,23,20,00,2XX SE MARINE DR,Sunset,492559.77,5450915.71
Theft of Bicycle,2003,04,26,15,00,CROWN ST / W 41ST AVE,Dunbar-Southlands,485897.28,5453572.88
Theft from Vehicle,2003,12,05,13,00,43XX NW MARINE DR,West Point Grey,485144.69,5457752.71
Theft from Vehicle,2003,02,18,22,30,33XX YEW ST,Arbutus Ridge,488684.44,5455997.08
Theft from Vehicle,2003,07,04,23,00,6X E 27TH AVE,Riley Park,492439.1,5454946.68
Mischief,2003,03,16,15,37,9XX W 16TH AVE,Fairview,490840.77,5456048.61
Offence Against a Person,2003,07,16,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,07,24,07,00,7XX BURRARD ST,Central Business District,491194.45,5459074.7
Theft of Vehicle,2003,05,31,02,00,50XX CULLODEN ST,Kensington-Cedar Cottage,494251.05,5454059.1
Mischief,2003,10,20,21,00,14XX HOMER ST,Central Business District,490792.99,5457685.72
Offence Against a Person,2003,06,18,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2003,01,08,19,17,50XX CULLODEN ST,Kensington-Cedar Cottage,494251.05,5454059.1
Theft from Vehicle,2003,12,28,11,45,2XX SE MARINE DR,Sunset,492559.77,5450915.71
Mischief,2003,12,28,08,50,14XX HOMER ST,Central Business District,490790.66,5457683.28
Theft from Vehicle,2003,02,02,07,30,9XX W 41ST AVE,South Cambie,490761.31,5453477.54
Break and Enter Residential/Other,2003,02,13,15,52,8XX NANAIMO ST,Grandview-Woodland,495881.26,5458280.77
Mischief,2003,05,16,21,30,14XX HARWOOD ST,West End,489917.53,5458853.12
Mischief,2003,09,26,16,45,57XX CAMBIE ST,Oakridge,491522.73,5453378.22
Theft from Vehicle,2003,10,06,21,30,43XX NW MARINE DR,West Point Grey,485242.6,5457683.02
Theft from Vehicle,2003,11,07,08,30,2XX SE MARINE DR,Sunset,492575.65,5450930.93
Theft from Vehicle,2003,10,01,13,36,2XX SE MARINE DR,Sunset,492648.1,5450886.95
Break and Enter Residential/Other,2003,10,14,11,00,1XX SEMLIN DR,Grandview-Woodland,495381.89,5459016.02
Theft of Vehicle,2003,09,12,22,30,50XX CHAMBERS ST,Renfrew-Collingwood,496146.15,5454004.79
Break and Enter Commercial,2003,02,19,19,00,11XX W HASTINGS ST,Central Business District,491263.59,5459491.13
Break and Enter Commercial,2003,05,06,17,15,11XX W HASTINGS ST,Central Business District,491263.59,5459491.13
Break and Enter Commercial,2003,10,21,18,00,11XX W HASTINGS ST,Central Business District,491263.59,5459491.13
Break and Enter Residential/Other,2003,12,26,15,30,1XX SEMLIN DR,Grandview-Woodland,495381.89,5459016.02
Mischief,2003,08,05,22,00,14XX HARWOOD ST,West End,489914.65,5458868.84
Mischief,2003,10,16,19,00,14XX HARWOOD ST,West End,489909.77,5458860.8
Break and Enter Residential/Other,2003,04,09,19,50,5XX W HASTINGS ST,Central Business District,491823.14,5459070.56
Mischief,2003,02,01,22,00,10XX MAINLAND ST,Central Business District,491256.49,5458128.29
Mischief,2003,07,01,06,20,57XX BERKELEY ST,Victoria-Fraserview,495791.63,5453321.49
Break and Enter Residential/Other,2003,11,21,19,00,52XX HOY ST,Renfrew-Collingwood,498072.16,5453775.59
Theft from Vehicle,2003,05,09,20,30,10XX PACIFIC ST,West End,490351.69,5458276.34
Theft of Bicycle,2003,08,15,12,00,CORNWALL AVE / MAPLE ST,Kitsilano,489072.39,5457761.39
Mischief,2003,07,20,16,30,E 41ST AVE / KNIGHT ST,Sunset,494389.46,5453321.23
Theft of Bicycle,2003,06,27,19,00,CORNWALL AVE / CYPRESS ST,Kitsilano,489248.13,5457756.85
Theft of Bicycle,2003,09,12,23,00,CONNAUGHT DR / W 37TH AVE,Shaughnessy,489661.2,5453932.53
Theft of Vehicle,2003,10,18,09,00,50XX BOUNDARY RD,Renfrew-Collingwood,498278.8,5454078.35
Theft from Vehicle,2003,04,23,23,40,10XX JERVIS ST,West End,490409.62,5459131.11
Theft of Vehicle,2003,07,14,18,30,50XX BOUNDARY RD,Renfrew-Collingwood,498278.74,5454087.41
Theft from Vehicle,2003,08,26,19,00,HEATHER ST / W 12TH AVE,Fairview,491273.38,5456421.71
Mischief,2003,12,19,23,00,8XX E 7TH AVE,Mount Pleasant,493734.33,5456846.42
Theft of Vehicle,2003,10,10,21,00,50XX ANN ST,Renfrew-Collingwood,497917.82,5454001.37
Mischief,2003,11,02,21,00,57XX BERKELEY ST,Victoria-Fraserview,495782.26,5453305.47
Mischief,2003,03,08,15,58,14XX HARWOOD ST,West End,489903.8,5458879.59
Mischief,2003,10,30,17,45,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01
Break and Enter Commercial,2003,11,23,07,40,11XX W PENDER ST,Central Business District,491036.38,5459511.02
Mischief,2003,11,26,12,00,14XX HARWOOD ST,West End,489894.26,5458876.17
Mischief,2003,06,20,18,30,34XX E 1ST AVE,Hastings-Sunrise,497754.51,5457396.64
Mischief,2003,12,17,18,00,14XX HARWOOD ST,West End,489882.08,5458901.11
Break and Enter Commercial,2003,03,20,22,00,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Break and Enter Commercial,2003,04,24,18,30,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Break and Enter Commercial,2003,06,05,17,27,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Break and Enter Commercial,2003,09,22,22,45,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Break and Enter Commercial,2003,12,17,07,20,11XX W PENDER ST,Central Business District,491040.16,5459519.35
Theft from Vehicle,2003,03,26,21,00,10XX JERVIS ST,West End,490409.62,5459131.11
Break and Enter Residential/Other,2003,09,10,11,00,52XX HOY ST,Renfrew-Collingwood,498098.39,5453828.35
Break and Enter Residential/Other,2003,01,25,15,00,1XX TEMPLETON DR,Grandview-Woodland,495661.76,5458997.91
Break and Enter Residential/Other,2003,02,13,16,40,1XX UNION ST,Central Business District,492580.71,5458321.63
Break and Enter Residential/Other,2003,02,08,19,48,1XX UNION ST,Central Business District,492627.74,5458332.5
Theft from Vehicle,2003,09,11,23,40,6XX PACIFIC BLVD,Central Business District,492163.96,5458264.15
Mischief,2003,01,03,03,00,5XX E 30TH AVE,Riley Park,493182.37,5454533.29
Theft of Vehicle,2003,04,21,18,20,4XX W WATERFRONT RD,Central Business District,492135.28,5459232.35
Mischief,2003,10,18,15,25,3XX E 51ST AVE,Sunset,492876.38,5452321.12
Break and Enter Commercial,2003,12,01,06,37,11XX W PENDER ST,Central Business District,491040.31,5459509.23
Mischief,2003,09,14,12,00,57XX BERKELEY ST,Victoria-Fraserview,495781.71,5453266.27
Mischief,2003,10,16,17,40,3XX E 51ST AVE,Sunset,492876.38,5452321.12
Theft from Vehicle,2003,09,13,16,30,43XX OAK ST,Shaughnessy,490708.11,5454934.78
Break and Enter Residential/Other,2003,03,08,17,15,1XX VICTORIA DR,Grandview-Woodland,495238.12,5459014.91
Theft of Bicycle,2003,09,07,20,00,15XX PENDRELL ST,West End,490074.36,5459165.78
Mischief,2003,10,22,18,24,25XX E HASTINGS ST,Hastings-Sunrise,496095.48,5458718.31
Offence Against a Person,2003,05,12,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,10,02,00,15,34XX MARPOLE AVE,Shaughnessy,489578.71,5455854.71
Theft from Vehicle,2003,10,01,01,15,4XX PACIFIC ST,Central Business District,490804.68,5457848.71
Break and Enter Residential/Other,2003,10,22,08,45,1XX W 10TH AVE,Mount Pleasant,492085.31,5456607.4
Mischief,2003,07,17,08,49,3XX E 51ST AVE,Sunset,492876.38,5452321.12
Theft of Vehicle,2003,11,09,13,30,4XX W PENDER ST,Central Business District,491853.41,5458896.56
Theft of Vehicle,2003,02,22,17,00,4XX W PENDER ST,Central Business District,491853.41,5458896.56
Break and Enter Residential/Other,2003,07,23,03,15,34XX MATAPAN CRES,Renfrew-Collingwood,497855.95,5456061.84
Other Theft,2003,01,03,09,40,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
